Gene	cmp0_2297	cmp0_2298	cmp0_2306	cmp0_2307	cmp0_2353	cmp0_2373	cmp0_2414	cmp0_2427	cmp0_2432	cmp0_2460	cmp0_2461	cmp0_2479	cmp0_2510	cmp0_2512	cmp0_2568	cmp0_2581	cmp0_2582	cmp0_2619	cmp0_2636	cmp0_2679	cmp0_2719	cmp0_2759	cmp0_2771	cmp0_2796	cmp0_2847	cmp0_2886	cmp0_2901	cmp0_2964	cmp0_3029	cmp0_3110	cmp0_3165	cmp0_3180	cmp0_3191	cmp0_3215	cmp0_3221	cmp0_3225	cmp0_3243	cmp0_3321	cmp0_3353	cmp0_3391	cmp0_3410	cmp0_3420	cmp0_3429	cmp0_3438	cmp0_3454	cmp0_3584	cmp0_3612	cmp0_3633	cmp0_3662	cmp0_3719	cmp0_3833	cmp0_3846	cmp0_3863	cmp0_3901	cmp0_3967	cmp0_3974	cmp0_4042	cmp0_4047	cmp0_4071	cmp0_4192	cmp0_4226	cmp0_4347	cmp0_4373	cmp0_4422	cmp0_4428	cmp0_4433	cmp0_4469	cmp0_4500	cmp0_4511	cmp0_4524	cmp0_4535	cmp0_4544	cmp0_4550	cmp0_4558	cmp0_4608	cmp0_4678	cmp0_4712	cmp0_4716	cmp0_4741	cmp1_4827	cmp1_4850	cmp1_4868	cmp1_4885	cmp1_4892	cmp1_4896	cmp1_4897	cmp1_4901	cmp1_4915	cmp1_4945	cmp1_5015	cmp1_5153	cmp1_5176	cmp1_5224	cmp1_5251	cmp1_5257	cmp1_5276	cmp1_5328	cmp2_5646	cmp2_5781	cmp2_5823	cmp2_5846	cmp2_5866	cmp2_5915	cmp2_5954	cmp2_5980	cmp2_6008	cmp2_6080	cmp2_6117	cmp2_6127	cmp2_6146	cmp2_6147	cmp2_6166	cmp2_6177	cmp2_6206	cmp2_6378	cmp2_6432	cmp2_6504	cmp2_6599	cmp2_6640	cmp2_6673	gmp_6732	gmp_6736	gmp_6741	gmp_6754	gmp_6756	gmp_6765	gmp_6785	gmp_6789	gmp_6795	gmp_6806	gmp_6814	gmp_6818	gmp_6825	gmp_6830	gmp_6833	gmp_6834	gmp_6835	gmp_6846	gmp_6852	gmp_6854	gmp_6873	gmp_6874	gmp_6886	gmp_6893	gmp_6895	gmp_6897	gmp_6901	gmp_6902	gmp_6919	gmp_6946	gmp_6953	gmp_6955	gmp_6968	gmp_6974	gmp_6977	gmp_6978	gmp_7008	gmp_7012	gmp_7016	gmp_7017	gmp_7022	gmp_7028	gmp_7038	gmp_7046	gmp_7057	gmp_7069	gmp_7073	gmp_7083	gmp_7087	gmp_7096	gmp_7106	gmp_7108	gmp_7112	gmp_7114	gmp_7116	gmp_7132	gmp_7139	gmp_7140	gmp_7160	gmp_7161	gmp_7166	gmp_7171	gmp_7179	gmp_7183	gmp_7190	gmp_7196	gmp_7202	gmp_7204	gmp_7210	gmp_7216	gmp_7232	gmp_7254	gmp_7265	gmp_7268	gmp_7269	gmp_7270	gmp_7272	gmp_7274	gmp_7279	gmp_7286	gmp_7289	gmp_7290	gmp_7304	gmp_7305	gmp_7307	gmp_7314	gmp_7315	gmp_7318	gmp_7319	gmp_7323	gmp_7332	gmp_7333	gmp_7340	gmp_7354	gmp_7361	gmp_7363	gmp_7364	gmp_7370	gmp_7378	gmp_7382	gmp_7393	gmp_7395	gmp_7412	gmp_7416	gmp_7421	gmp_7430	gmp_7433	gmp_7434	gmp_7450	gmp_7454	gmp_7461	gmp_7497	gmp_7500	gmp_7502	gmp_7509	gmp_7527	gmp_7530	gmp_7536	gmp_7540	gmp_7551	gmp_7556	gmp_7565	gmp_7566	gmp_7572	gmp_7574	gmp_7581	gmp_7598	gmp_7604	gmp_7607	gmp_7608	gmp_7612	gmp_7614	gmp_7619	gmp_7623	gmp_7645	gmp_7647	gmp_7650	gmp_7665	gmp_7680	gmp_7688	gmp_7692	gmp_7696	gmp_7701	gmp_7733	gmp_7739	gmp_7742	gmp_7746	gmp_7752	gmp_7768	gmp_7769	gmp_7776	gmp_7779	gmp_7780	gmp_7789	gmp_7793	gmp_7815	gmp_7816
NME3_cluster9	0	1.06557	0	0	0	0	0	0	0	0	1.230817	1.036335	0	0	0	0	1.129097	0.951195	0	1.172527	0	1.021396	0	0	1.021455	0	1.311957	0	0	0	0	0.831251	0	0	0	0	0	0	0	0	0	0	0	0	1.312818	0	0	1.103739	0	0	1.58301	1.720613	0	1.25088	0	1.004545	0	0	0	0	0	1.100241	0	0	2.040674	0	0	1.628269	0	0	0	0	0.987397	0	0	0	0	0	0	0	0	0	0	0	1.340515	0	1.180593	0	0	0	0	0	0	1.245588	1.016563	0	0	1.817317	0	0	0	0	2.693702	0	1.228694	1.276237	1.180864	1.674446	0	1.232445	0	0	0	0	0	0	1.575719	1.767959	0	0	0	0	0	1.792052	0	0	0	0	1.269949	0	1.208892	1.793148	1.245697	0	0	0	0	0	1.129411	1.183381	0	1.327468	1.742507	1.216561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105278	1.589308	0	1.224876	0	1.185732	1.284807	0	0	0	0	0	0	0	0	1.55865	1.189559	0	0	1.283308	0	0	1.491898	0	1.018111	0	0	0	0	0	0	0	1.278734	0	0	1.088967	0	0	0	1.46167	0	0	1.264962	0	1.099882	0	0	0	0	0	0	0	0	0	0	1.905865	0	1.471628	0	0	0	0	0	0	1.21813	0	0	0	1.266728	1.072082	0	0	0	0	0	1.823554	1.291669	0	0	0	0	1.231937	0	1.044916	0	0	1.308407	0	0	1.044548	0	0	0	2.254083	0	0	0	0	0	0	0	1.311835	0	0	0	0	1.470503	0	1.25743	1.167818	0	0	1.215483	0	0	0	0
ZNF75A_cluster9	0	0	0	1.29005	0	0	1.415595	0	0	0	0	2.082246	1.419588	1.060354	0	0	0	1.35141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.697142	0	0	0	0	0	0	0	0	0	1.4313	1.865189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.818216	2.259717	0	0	0	0	0	0	0	0	0	0	1.638042	2.699322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.919802	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.622276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP1_cluster9	1.448106	0.794422	0.912484	0.676953	1.258451	0	0.742833	0	1.379652	0	0.917622	0	1.489856	0.786898	0	1.427116	0	0.709152	0	0.874165	0.893423	1.076912	0	1.001564	1.523069	0.977749	0	0	0.773214	1.36539	0	0.876431	0	0	0	0	0.731079	0	0	1.300396	0.68408	0.936858	0	0.751075	0	2.83835	1.081467	0	1.308545	0	0	0	0	1.615277	0	1.059141	1.976249	0.888369	0	1.548422	1.004525	0.820273	0.93258	0	0	0	0.886556	0	0	0.879046	0.779212	0	1.041062	0	0	0.849904	0	0	0.954109	0.838478	2.082813	0	0	0.784925	0	0	0.880178	0	0	0	1.215607	0.817799	0	0.928635	0.757887	0	0	0.958045	0.974109	0.812339	0	0	0	0	0	0.951484	0.880379	0	0	0	0	0	0.86821	0.982357	1.383781	0	0	0.932025	0	0.876068	0	0.874755	1.006315	0.944725	0	0	0	0.852076	0	0	0	0.945304	0	0	0	0	1.494329	1.396138	1.190798	0.882256	0.934492	0.989678	0.918607	1.282681	1.15783	0	0.908237	1.907606	0	1.231933	0	0.851108	0	0	0	0.933455	0	0	0	0	0	1.451186	0	0.913191	1.280824	0	0	0	1.735097	0	0	0	0	0.977657	0.911407	0	0.886863	0	0	0	0	0	0	0.929263	1.073443	0	0	0	0	0.947544	0.816996	0	0	0	0	0	1.371747	0.923812	1.294125	0	0	1.004032	0.943078	0	0	0	0	0	0.987031	0.807604	0	0	0.983008	1.130986	0	1.004724	0	1.734756	0	0	0	0	0.974109	0	0.908163	0	0	0	1.335575	0	0	1.411853	0	0	0.936335	0	0.96299	0	0.902497	0	0	0	0	0.779026	0	0	0.975469	0	0	1.101317	0	0	0	0.970241	0	0	0	0	0.981523	0	0.803916	0.978024	0	0	0.787829	0	0	0.864707	0	1.508019	0	0	0.90619	1.791192	1.419634	0.939323	0.971495
PLK1_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.618404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.299212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.781309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.098025	1.78945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.856376	0	0	0	0	0	0	1.884749	0	0	0	1.748076	0	0	0	0	2.065945	1.881853	0	0	0	0	0	0	0	0	0	0	0	1.587863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.648733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.839954	0	0	0	0	0	0	2.085919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF668_cluster9	0	0	0	0	0	0	0	0	0	0	0	2.051711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.816576	0	0	0	0	0	0	0	0	0	0	2.408713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.404069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.540667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKLF_cluster9	0.987275	0	0	0	1.213359	1.637898	0	0	0	1.162889	1.083582	0	0.879657	0.929216	0	0	1.405774	0.83741	0	0	1.055007	1.798433	1.647231	1.182705	0	0	1.155019	0	0.913058	1.612337	1.482424	0.731815	1.438934	0	0	1.034824	1.495283	1.193181	1.309634	1.085822	0.807804	0	1.026903	1.254285	1.155777	1.429168	1.277059	1.683045	1.09263	1.145932	0	1.51479	1.04517	1.557398	1.059155	1.977529	0	0	1.37438	0.914236	0	0.968628	1.101249	0	1.037246	1.495048	1.0469	1.013632	0	0	0.920141	0	1.505639	1.238249	0	0	2.086186	1.577866	1.126668	0	0	0	0	0	0	1.673254	0	0	0.960313	0	0	0.965706	0	0	0.894958	0	0	0	1.150287	1.356595	0.989784	1.120299	0	0	0	0	1.039606	0	0	0	0	0	1.4499	0	1.155452	1.157951	1.387227	0	0	0	0	0	0	0	1.027054	1.592642	1.188087	1.742759	0	0	1.064279	0	0	1.398038	0	0	0	1.648645	0.994309	1.041821	0	0	0	0	0	0	1.072502	0	1.078615	1.454741	0	1.421341	0	1.192942	0	1.102279	0.962059	2.060481	0	0	0	0	1.851653	1.525018	0	0	0	1.165324	0	1.031494	1.649906	0	1.7619	0	0	0.970292	0	1.026143	0	1.129796	0.971319	0	0	0	0.89632	0	0	1.08403	1.050747	0	0	0	1.125766	1.178431	0	0.958701	0	1.090894	0	0	0	0	1.113643	0.948174	0.968309	1.132846	1.069397	0	1.165547	0	1.18352	1.163993	0	0	1.526889	0	0	0	0	1.607016	1.120991	0	0	0	0	0	0	0	1.1152	0	1.49376	0	0	1.649433	1.563669	0	0	1.072763	0	1.11287	1.156101	0	1.456472	0	0	0	0	1.76614	0.999106	0	1.050176	1.02237	0	0	0	0	1.170918	1.139645	1.159043	1.160905	0.949313	0	0	0	0	1.119411	1.294596	0	0	0	1.081004	0	1.513327	0	1.185386	0	0
ZFP1_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.995625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.655229	0	0	2.053263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.253564	0	0	0	0	0
C16orf46_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.938788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.517775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.845857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.016309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.959899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.727281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.653718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC4_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	1.569334	0	0	0	0	0	0	1.841594	0	0	0	0	0	0	0	0	0	0	0	1.30558	0	0	0	0	0	0	0	0	0	0	0	1.58228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.964658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.722846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.710351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.634384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.985389	0	0	0	0	0	0	0	1.81914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07798	0	1.659711	0	0	0	0	0	0	0	0	0	0	1.978863	0
ARRB2_cluster9	0	0	0	0	0	0	0	0	0	0	1.831205	1.090252	0	1.110392	0	0	0	0	0	0	0	0	0	1.998715	1.519717	0	0	1.201424	0	1.573147	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05984	0	0	0	0	0	1.369358	1.665371	0	0	0	0	0	0	0	1.642352	0	0	0	0	1.600247	0	0	0	0	0.991932	0	0	1.421425	0	0	1.338611	0	0	0	0	0	0	0	0	0	0	0	1.242019	0	0	0	0	0	0	0	1.852347	0	0	1.351899	0	0	0	1.338727	1.416926	0	0	0	1.242304	0	1.268065	0	0	0	1.225133	1.386203	0	0	0	1.859946	0	0	0	0	0	0	1.227306	0	1.419732	0	0	1.315853	1.27179	0	1.853338	0	0	1.145255	1.217428	0	0	0	0	0	1.296248	1.809992	1.155284	0	0	0	1.288918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.278006	0	1.351655	0	1.413581	0	0	0	0	0	0	0	0	2.123871	0	0	0	0	1.10982	0	0	0	0	1.295392	1.255615	0	0	0	0	0	0	0	0	0	0	1.087332	0	0	0	1.602367	0	1.353724	0	1.523355	1.392799	0	0	1.390942	0	0	1.824599	0	1.246756	0	0	0	0	0	0	0	1.281511	0	0	0	1.332636	0	0	0	0	0	0	0	1.358875	1.812912	1.273515	0	0	0	0	0	0	0	0	0	1.193905	0	1.254938	2.116062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22858	0	0	0	0	0	1.325481	0
TRIM16_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.149291	1.831906	0	0	0	0	0	0	0	0	0	0	0	0	0	2.108175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92909	0	0	0	0	0	0	1.874535	0	2.504464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.087405	0	0	0	0	2.016001	0	0	0	0	0	0	0	0	0	0	2.364578	0	0	0	0	0	0	0	2.373125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.234189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.133511	0	2.309738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.374483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.271913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV2_cluster9	1.492438	0	0	0	1.296981	0	0	0	0	0	1.638026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.747158	0	1.365068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.639784	0	0	1.568691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.580687	2.317475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.463769	0	0	0	0	2.038781	1.789095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.587526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.534155	0	0
MPRIP_cluster9	0	0	0	0	1.538993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.892419	0	0	0	0	0	0	0	2.316193	0	0	1.312692	0	0	0	0	0	0	0	0	1.448996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.017458	0	0	0	0	0	1.634069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.839013	0	0	0	0	0	1.966507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.783541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.033689	0	0	0	0	0	0	0	1.875639	0	1.884776	2.007058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.800587	0	0	2.122937	0	0	1.693957	0	0	0	0	0	0	0	0	2.063325	1.990849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.194229	0	0	0	0	0	0	0
TAF15_cluster9	0	0	0	0	0	0	1.116924	1.126521	0	1.480716	0	1.161723	0	0.836634	0	0	0	2.821115	0	0	0	0	0	0	1.145046	0	0	0	0	0	0	0	0	0	0	0	1.09925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.348633	0	0	0	0	1.164105	0	0	0	0	0	0	0	0	0	0	0	0	0	1.576677	1.426359	0	0	0	0	1.78295	1.043906	0	0	0	0	0	1.323435	0	0	0	0	0	0	0	0	1.398542	0	0	0	1.221434	1.260302	0	0	1.477911	0	0	0	0	1.351188	1.381561	0	1.483253	1.305442	0	1.471244	1.474429	1.249012	0	0	0	0	0	0	0	0	0	0	1.281183	0	0	0	2.010104	1.396413	0	0	1.220328	0	0	1.266061	0	0	0	0	1.363752	0	0	0	0	0	0	1.371955	0	0	1.518983	0	0	1.732409	1.514751	0	0	0	0	0	1.373073	0	0	0	0	0	0	0	0	0	0	0	0	0	1.306599	0	0	0	2.242302	0	0	0	0	1.331439	0	0	0	0	0	0	0	0	0	0	0	0	1.158611	0	0	0	0	2.465914	1.442463	0	0	1.484099	0	1.506984	0	0	0	1.374758	0	0	1.166503	0	0	0	0	0	0	1.365515	0	0	0	0	1.201794	1.344928	0	1.323235	1.485093	0	0	0	1.365958	1.356993	0	1.472073	0	0	0	2.083	1.28	0	0	0	2.028105	1.337199	0	0	0	0	0	0	0	0	0	2.09365	0	0	0	1.18458	0	0	0	0	1.309118	0	1.271637	0	0	0	1.412367	0
MED24_cluster9	0	0	0	0	0	0	0	0	0	0	0	1.730907	0	0	0	2.260726	0	0	0	0	0	1.705963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.202013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.994214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.056587	0	0	0	0	0	0	0	0	0	0	0	0	1.99437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.532307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.736701	0	0	0	0	0	0	2.006392	0	0	0
EZH1_cluster9	0	0	0	0	0	0	0	1.834426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.790022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.400962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.362143	0	0	0	0	0	0	2.15476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF652_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.360729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.740478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.733551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.934097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.005567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.004714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
