Gene	cmp0_2365	cmp0_2430	cmp0_2682	cmp0_2687	cmp0_2767	cmp0_2816	cmp0_2822	cmp0_3164	cmp0_3242	cmp0_3439	cmp0_3476	cmp0_3482	cmp0_3507	cmp0_3629	cmp0_3646	cmp0_3724	cmp0_3742	cmp0_3791	cmp0_3816	cmp0_3920	cmp0_4028	cmp0_4166	cmp0_4198	cmp0_4339	cmp0_4340	cmp0_4388	cmp0_4409	cmp0_4463	cmp0_4479	cmp0_4744	cmp0_4751	cmp1_4780	cmp1_4789	cmp1_4796	cmp1_4810	cmp1_4815	cmp1_4840	cmp1_4867	cmp1_4870	cmp1_4946	cmp1_4996	cmp1_5010	cmp1_5027	cmp1_5054	cmp1_5061	cmp1_5099	cmp1_5118	cmp1_5136	cmp1_5155	cmp1_5160	cmp1_5213	cmp1_5242	cmp1_5264	cmp1_5319	cmp1_5325	cmp1_5331	cmp1_5334	cmp1_5361	cmp2_5430	cmp2_5485	cmp2_5523	cmp2_5542	cmp2_5687	cmp2_5709	cmp2_5796	cmp2_5872	cmp2_5874	cmp2_5950	cmp2_6074	cmp2_6106	cmp2_6123	cmp2_6251	cmp2_6333	cmp2_6405	cmp2_6531	cmp2_6603	cmp2_6628	cmp2_6701	gmp_6983	gmp_7493	gmp_7710	gmp_7798	hsc_1004	hsc_1015	hsc_1123	hsc_1200	hsc_1202	hsc_1270	hsc_131	hsc_1338	hsc_1339	hsc_1367	hsc_1413	hsc_1429	hsc_1534	hsc_1535	hsc_1579	hsc_1598	hsc_1601	hsc_1610	hsc_1617	hsc_1619	hsc_1691	hsc_1702	hsc_1818	hsc_1907	hsc_1914	hsc_1985	hsc_2007	hsc_2027	hsc_2031	hsc_2066	hsc_2095	hsc_2167	hsc_2178	hsc_2203	hsc_2205	hsc_2211	hsc_2222	hsc_224	hsc_257	hsc_268	hsc_316	hsc_336	hsc_353	hsc_354	hsc_383	hsc_422	hsc_46	hsc_506	hsc_54	hsc_555	hsc_589	hsc_618	hsc_668	hsc_716	hsc_75	hsc_763	hsc_778	hsc_809	hsc_848	hsc_92	hsc_939
TBPL1_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.247828	0	1.400182	1.490117	0	0	0	0	0	0	0	0	1.361102	0	0	0	0	0	0	0	0	0	0	0	1.379518	0	0	0	0	0	0	2.285953	0	0	0	0	1.586143	0	1.564903	0	0	0	1.653179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33648	0	0	0	0	0	0	0	0	1.389158	0	0	0	1.590176	0	0	0	0	0	0	0	0	0	0	0	1.585569	0	0	0	0	1.129624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.611273	0	0	0	0	0	0	0
HEBP2_cluster3	0	0	0	0	1.383987	0	0	1.32283	1.116481	0	0	1.216363	0	0	0	0	1.395124	1.338891	0	0	1.264124	0	0	0	0	1.248583	0	0	1.27684	0	0	0	0	1.889836	0	0	0	0	0	0	0	0	0	0	0	1.374711	1.155911	0	0	0	0	0	0	0	0	0	0	0	1.329041	0	0	0	0	0	0	0	0	0	0	1.377915	1.292699	0	0	0	0	0	1.419757	0	0	0	1.269228	0	1.11841	0	1.652907	0	1.309515	0	1.151425	0	1.312631	0	0	0	0	1.365225	0	1.167557	1.77072	1.380471	0	0	0	0	1.309973	0	1.564423	0	1.328559	1.017733	0	0	1.843689	0.946522	1.241757	0	0	1.084011	0	1.264437	0	1.238047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.588713	0	0	0	1.129836	0	0
ZBTB2_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.460606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.530603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.219171	0	0	2.369031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.116084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO5_cluster3	0	0	2.071198	0	0	0	0	0	0	0	0	0	1.907165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.981451	0	0	0	2.044911	0	0	0	0	0	0	0	2.369861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.047337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUPL2_cluster3	0	0	0	0	0	1.351891	1.532459	0	1.296538	0	1.53768	1.41253	0	0	0	2.162982	0	0	0	0	0	0	1.546599	0	1.362432	1.449941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.619469	2.544514	0	1.596412	1.342326	0	0	1.218905	0	0	0	0	0	3.069303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.501176	0	0	0	0	0	0	0	0	0	0	0	0	1.300446	0	0	0	1.81558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.284613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437707	1.461783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA7_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.303215	0	0	0	0	0	0	0	0	0	0	2.310998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.426061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.576338	0	0	0	0	0	0	0	0	0	0	1.367655	0	1.429252	0	0	0	1.408027	0	2.270037	1.600503	0	0	0	0	0	0	2.165334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPDR1_cluster3	1.694639	0	1.542579	0	0	1.520355	0	1.727591	0	0	0	0	2.008766	0	0	0	0	0	0	0	0	0	0	0	0	1.630626	1.669063	0	0	0	0	0	0	0	0	1.421446	0	0	0	0	0	0	1.821277	2.336482	0	0	1.509596	0	0	0	0	0	0	0	0	0	0	1.549574	0	0	0	0	0	0	0	0	0	0	0	0	1.688242	1.683493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41944	0	0	0	0	0	0	0	0	1.236139	1.621712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.642343	0	0	0	0	0
BAZ1B_cluster3	0	0	1.315629	0	0	0	1.039356	0	1.243584	0	0	0	1.211437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.491861	2.478264	0	0	0	1.21232	0	0	0	0	0	0	0	1.409074	0	0	0	0	0	1.653387	0	0	0	0	0	1.471971	0	0	0	0	0	0	1.395299	0	0	0	0	0	1.344983	0	2.879726	0	0	0	0	1.477934	0	0	0	0	0	0	0	0	0	0	1.458592	0	1.282505	1.406656	0	0	0	0	0	1.520645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054277	0	0	0	1.207419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.769573	0	0	0	0	0	0
GTF2I_cluster3	0	0	0	0	0	0	0.906071	0	0	1.166079	1.818318	1.181097	0	0	0	1.278871	1.354673	1.838578	1.891248	0	0	1.174968	0	1.201774	1.13921	0	0	1.211218	0	1.194483	1.30055	0	1.492176	0	1.107411	0	0	0	0	1.220598	0	1.888131	0	0	0	1.334852	0	0	1.747249	0	0	0	0	0	1.252757	0	0	0	0	0	0	1.313408	1.720209	1.221192	0	0	0	0	0	0	0	0	0	1.183431	0	0	0	1.246395	2.043091	0	0	1.021797	0	0	0	0	0	0	0	0	1.802518	0	0	0	0	0	0	0	1.719378	1.340444	0	0	0	0	0	0	1.519062	0	1.290039	0	1.182083	0	0	0	0	0	1.280121	1.052583	0	0	0	0	0	0	0	1.238063	0	0	0	1.301388	0	0	0	0	0	0	0	0	0	0	0	0	1.097005
ZNF394_cluster3	0	0	0	1.685064	1.684898	0	0	0	0	0	1.612036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67393	0	0	0	0	1.407231	0	0	0	0	0	0	0	0	0	0	1.444496	0	0	1.596336	0	0	1.531101	1.68639	0	0	0	0	0	2.225637	0	0	0	2.065294	0	0	0	0	0	1.545189	0	0	0	1.422902	0	0	1.345886	0	0	0	0	1.417064	0	0	1.662059	0	0	0	0	0	1.459846	0	0	1.594795	0	0	0	0	0	0	0	0	0	0	0	0	1.319705	0	1.539354	1.178745	0	0	0	0	1.55225	0	0	1.65716	0	0	1.620941	0	2.387733	0	0	1.36764	0	0	0	0	0	0
C7orf73_cluster3	1.334455	1.173184	0.858932	2.013045	1.006424	1.197213	0	0	1.406243	1.235006	0.9629	0	0.790908	0.938996	1.355913	0	1.01452	0.97363	1.416365	0.894	1.300031	0	0.968484	0.900013	0	0	1.314314	0	0.928506	0	0	0	0.79019	0	0.829346	0.791483	1.330444	0.966554	0	0.914112	0	0.99987	0	0.919939	0	0	0	0	1.308522	0	1.303771	1.199296	0	0	0	1.359062	1.305385	0	0.966466	0	0.953524	0	0	0	1.424556	1.221102	0	1.412115	0	0	0.94004	0	0	0	0	1.36457	0	0	0.883392	0	0.922971	0.765228	0	0	0	0.980041	0	0	0.837306	1.298757	0	1.345998	0.84644	0	0.880203	0	0	0.849037	0	1.003868	1.292958	0.871995	0.994872	1.014924	0.952602	0	0	0	0.966116	0.740084	0.885268	0	0	0.688302	0	0	0.95869	0.788285	1.012201	1.592599	0	0.900296	1.294531	0.969013	0.988916	1.311244	0	0.874058	0.989854	0.974615	0	0	0.967869	1.42624	1.387927	0.981779	0.816919	0	1.002592	1.755452	1.161929	0	0
CDK5_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.858814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.998975	0	0	0	0	0	0	0	0	0	1.868673	0	0	0	1.531943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.960528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.644704
PQBP1_cluster3	0	0	0	1.200975	0	0	0	0	0.968746	1.473601	1.148926	0	1.334597	0	1.144002	0	0	0	1.195006	1.066715	1.096855	0	1.634246	1.07389	0	1.532113	0	0	1.107885	0	0	1.114608	0	0	0	0	0	1.153282	0	0	0	0	1.711245	1.552331	1.010035	0	1.737173	0	1.561317	1.287983	0	0	0	0	0	0	0	1.455957	1.63084	0	1.137735	0	0	1.091238	1.201919	0	0	1.191424	1.047736	0	1.121646	0	1.133053	1.057497	1.040841	0	1.231893	1.113759	0	0	1.101281	0	0.97042	0.971667	1.014125	1.169376	1.136235	0	0	0	1.138942	0	0	0	1.050252	0	0	1.432686	0	0	0	0	0	0	0	1.652519	0.959837	0	0	0	0	1.565216	0	0.821276	2.15489	1.701273	1.143901	0	0	1.097124	0	0	0	0	0	0	1.161835	0	1.181084	0	0	0	1.154851	1.203337	1.656062	1.65668	0.97474	1.54312	0	0	0	1.087805	0
OGT_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.739925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.339323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.975272	0	0	0	0	1.880279	0	1.722931	0	0	0	0	0	0	0	0	1.789528	0	0	0	0	0	0	1.895078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT5_cluster3	0	0	0	0	0	0	0	1.783998	0	0	0	0	1.466789	0	0	0	0	0	0	0	0	0	0	0	0	0	1.723557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.854325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.822646	0	0	0	0	0	1.601324	0	0	0	0	0	0	0	0	0	1.789461	0	0	0	0	0	2.007003	0	0	0	0	1.766041	0	0	0	0	0	0	0	0	0	0	0	0	0	1.695553	0	0	0	0	0	0	0	0	0	0	0	0	1.276503	0	0	0	0	0	0	0	0	0	0	1.834009	0	0	0	0	0	0	0	0	0	1.820093	0	1.515028	0	0	0	0	0	1.523624
CNOT7_cluster3	0	1.055453	1.092817	0	0	0	0.863331	0	0	0	1.225096	0	1.00627	1.19468	0	0	0	0	0	1.137431	1.654025	1.939108	0	2.560486	0	0	2.048014	1.154084	0	0	0	0	0	0	1.49224	0	0	0	0	0	0	1.272132	0	0	0	0	0	1.478509	0	1.373372	1.658786	1.078949	0	1.772148	0	1.222681	0	0	2.459264	1.2504	1.715675	0	1.158995	0	0	0	0	0	0	0	0	0	0	0	0	1.736137	0	0	1.123935	0	0	0.973597	0	0	0	1.763389	0	1.022829	1.065303	0	0	0	0	0	0	0	1.743385	0	0	1.277216	1.163211	0	0	0	0	1.245978	0	1.251335	1.738333	0	0	0	1.705787	1.238463	0	0	0	1.002931	1.28782	0	0.89581	0	0	0	0	0	0	1.112061	0	1.24	0	1.742117	1.231418	0	0	0	0	1.16349	1.275598	1.289484	1.045328	0	0
ZNF395_cluster3	0	0	0	0	0	2.570537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.732854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.495101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.963645	0	0	0	0	0	0	0	0	0	3.295967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.889886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.092596	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CB_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.350164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.330478	0	2.332443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.188632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.669599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.328083	0	0	0	0	0	0	0
KAT6A_cluster3	0	0	0	0	0	0	1.32827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.585978	1.546781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.881146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.592014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.864698	0	0	0	0	0	0	0	0	0	0	1.973545	0	0	0	0	1.378242	0	1.791823	1.896824	0	1.814957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf59_cluster3	0	0	1.446731	0	0	0	0	0	0	1.040082	0	1.489846	0.941976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06542	1.160026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.415797	0	0	0	0	0	0	0	0	0	1.099354	0	0	0	0	0	1.084942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.911391	0.968642	0	0	0	0	0.957478	0	1.546826	0	0	1.008112	0	0	1.182404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.129106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978538	0	0
KIAA1429_cluster3	0	0	0	0	0	0	0	0	0	0	0	1.876571	0	0	0	0	0	2.065599	2.124773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.931681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.460264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF706_cluster3	0	1.34335	1.703502	0	1.152402	1.678958	1.553966	0	0	0	1.559263	0	1.568589	1.075193	0	0	0	2.2297	1.146787	0	0	0	0	0	1.692049	0	1.064157	1.038658	0	1.024305	0	0	1.279586	0	0.949638	0	0	0	0	1.480257	1.143901	1.619129	0	1.053371	0	0	0.962488	0	0	0	0	0.971034	0	0	1.074277	0	0	0	0	0	0	1.126286	0	1.813816	0	0	1.840408	0	1.00546	0	0	1.073359	1.087336	0	0	0	0	0	0	0.98002	0	0	1.317004	0	1.376321	0	1.09039	0	0.958754	1.051565	0	0	0	1.146006	1.425349	1.136776	0	0	1.805788	0	0	0.998474	1.139175	0	1.542585	0	0	0	1.106246	0.84743	0	0	0	1.576274	0	1.154444	0	0.902622	2.007476	0	0	1.030878	1.048141	0	0	0	0	1.000835	1.133428	0	0	0	0	0	1.123762	0	0.935409	0	0	0	1.330459	0	0
DCAF13_cluster3	0	0	0	0	0	0	0	0	0	0	1.30363	0	0	1.271263	1.298045	1.296657	1.373514	1.864151	0	0	0	0	0	0	0	0	0	2.127075	0	0	0	0	1.069804	1.315618	0	1.071555	1.801227	0	1.596111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333428	0	1.301061	0	2.612047	1.308457	0	0	0	0	0	1.363756	0	0	1.351851	0	0	0	0	0	0	0	0	0	1.263729	0	0	0	0	1.10109	0	0	0	1.289232	0	1.133592	0	0	0	0	0	0	0	1.855144	0	0	0	1.237776	1.180555	0	0	1.289686	1.325847	1.089082	1.331552	0	0	0	1.255803	0	0	0	0	0	1.067225	1.938002	0	0	0	1.239282	0	0	1.775235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234281	0
KIAA0196_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.955998	0	0	0	0	0	0	0	0	0	0	0	1.891343	0	1.889534	0	0	2.028889	0	0	0	0	1.648721	0	0	0	0	0	0	0	0	0	0	0	0	0	2.248562	0	1.766511	2.085838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00995	0	0	0	0	0	0	0	0	0	0	0	0	0	1.913011	0	0	0	2.084826	0	0	0	0	0	0	0	0	0	0	0	0	1.675685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLI4_cluster3	0	0	0	0	0	0	1.306962	1.852792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.923224	0	0	0	0	0	0	0	0	0	1.797863	0	0	0	0	0	0	1.637031	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75371	0	0	0	0	0	0	0	0	0	0	0	1.705098	0	0	0	0	0	0	0	1.949582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.931075	0	0	0	0
C9orf41_cluster3	0	0	0	0	2.023186	0	0	0	0	0	0	0	0	0	0	0	0	0	2.013331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.953497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.916844	0	0	0	0	0	0	0	0	0	0	1.88442	0	0	0	0	0	0	0	0	0	1.538317	0	0	0	0	1.914317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.383676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.395688	0	0	0	0	0	0	0	0	0	0	0	0
SYK_cluster3	0	0	0	0	0	1.28808	0	0	0	0	0	1.345857	0	0	0	0	0	0	0	1.360265	0	0	0	0	0	0	0	0	0	0	0	0	1.202314	0	0	0	1.431422	0	0	0	0	0	0	1.399732	0	0	1.278964	0	2.438444	1.16137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.336069	1.524605	0	0	0	0	0	0	0	0	0	0	1.404347	1.164332	0	0	0	0	0	0	0	1.39733	0	1.448157	0	1.52283	0	0	0	0	0	0	0	1.326782	0	0	0	2.10728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.071308	1.369847	0	0	0	0	0	0	0	0	0	0	0	0	0	1.493824	0	0	1.525497	0	0	0	0
TMEM38B_cluster3	0	1.307039	1.353307	0	0	1.33381	0	1.515619	0	0	1.517116	0	0	0	0	1.509003	0	0	0	0	0	0	0	2.005403	0	0	0	0	0	1.409433	0	0	1.244998	0	0	0	0	0	1.31345	0	0	0	0	1.449427	0	0	0	1.830937	0	0	1.452529	0	0	0	1.478191	0	0	1.359445	2.637453	0	0	0	0	0	0	0	1.46207	2.224889	0	0	2.094588	0	0	0	0	0	0	0	1.391844	1.348495	1.454204	1.20567	0	0	0	0	0	1.791298	1.319235	0	1.503935	0	1.88603	0	0	0	0	1.337718	1.434566	1.581661	0	1.373889	3.13498	1.599084	0	0	0	1.549613	0	1.166053	0	0	0	0	0	0	0	1.241998	0	0	1.568844	0	1.442231	0	0	0	0	1.377138	0	0	0	1.525497	0	0	0	0	0	0	1.579655	0	0	2.487941	0
HDHD3_cluster3	1.652271	1.452594	0	0	0	0	0	0	0	0	1.686063	0	0	0	0	0	1.776452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.647307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.662778	0	1.527449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.757797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.802002	0	0	0	0	0	0	0	0	0	0	1.849722	0	0	0	0	0	0	0	0	1.989359	0	0	0	0	0	0	0	0	0	0	2.001082	0	0	0	1.640491	0	0	0	0	2.041463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.869377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.930049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.960459	0	0	0	0	0
GLE1_cluster3	0	0	0	0	0	0	0	0	0	0	0	1.75898	0	0	0	0	2.017479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.857636	0	1.932441	0	0	0	0	0	0	0	0	0	0	2.380618	0	0	0	2.602134	0	1.833308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.864108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.012869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81297	0
C9orf142_cluster3	1.282576	0	0	0	0	1.150669	0	0	1.56066	1.186992	0	0	1.075026	0	0	1.301806	0	0	0	1.215154	0	1.196043	0	1.223327	0	0	0	0	1.262054	0	0	1.795648	1.074053	0	0	1.075811	1.278718	0	0	0	0	0	0	0	1.150587	1.358794	0	1.579538	1.257653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.659762	0	0	0	0	0	1.274139	1.825366	0	1.676806	1.311518	0.992297	0	1.698096	1.16334	0	0	1.105464	1.106883	1.155249	0	0	1.092721	0	0	0	1.293669	0	0	0	0	0	1.154041	0	0	0	1.185243	0	0	0	0	1.093408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223712	0	0	0	1.260266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.116754	1.239185	0
ZMYND11_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.976305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.107491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.826482	1.86535	0	0	0	1.964592	0	1.801369	0	0	0	0	1.788843	0	2.004236	0	0	0	0	0	0	0	0	2.089505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.448668	0	0	0	0	2.13038	0	0	0	0	0	2.08137	0	0	0	0	0	0	2.037813	0	0	0	0	0	0	0	0	0	1.91881	0
CDC123_cluster3	1.183043	0	1.076889	1.261931	0	0	0	0	1.017915	0	0	0	0	0	0	1.200783	1.271955	0	0	1.120852	0	0	0	0	0	0	1.647823	1.608335	1.164113	0	0	0	0.990702	0	1.039793	2.218905	0	0	0	1.146067	0	0	0	0	1.061301	0	0	0	0	0.956966	0	0	1.775424	0	0	1.204861	1.636631	0	0	1.232173	0	1.744027	0	1.146625	1.78604	1.53096	1.163435	0	1.906843	0	1.178575	1.175262	0	1.111175	1.54668	0	0.915292	0	1.566317	1.073061	0	0	0	0	0	0	0	0	0	1.151395	0	1.193277	1.5008	0	0	1.244701	1.214792	0	1.141552	1.258598	1.146255	0	0	0	0	0	1.008553	0	0	0.927883	0	1.644661	0	1.22041	0	0	0	0.988313	1.794706	0	0	0	0	0	1.75342	0	0	0	1.241032	1.221925	1.222714	0	0	0	0	0	0	0	0	0	0	0	1.030024
DNAJC12_cluster3	1.792738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.927475	0	0	1.698499	0	0	0	0	0	0	0	0	1.764058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.258477	0	0	1.450152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.804134	1.683829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.613075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.821403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
