Gene	cmp0_2276	cmp0_2284	cmp0_2310	cmp0_2320	cmp0_2327	cmp0_2369	cmp0_2381	cmp0_2392	cmp0_2395	cmp0_2405	cmp0_2417	cmp0_2434	cmp0_2452	cmp0_2455	cmp0_2464	cmp0_2483	cmp0_2492	cmp0_2494	cmp0_2506	cmp0_2515	cmp0_2535	cmp0_2536	cmp0_2544	cmp0_2550	cmp0_2573	cmp0_2602	cmp0_2603	cmp0_2631	cmp0_2647	cmp0_2652	cmp0_2700	cmp0_2705	cmp0_2706	cmp0_2708	cmp0_2740	cmp0_2748	cmp0_2772	cmp0_2786	cmp0_2797	cmp0_2823	cmp0_2858	cmp0_2873	cmp0_2887	cmp0_2916	cmp0_2944	cmp0_2959	cmp0_2968	cmp0_2970	cmp0_2983	cmp0_2992	cmp0_2995	cmp0_2997	cmp0_3004	cmp0_3034	cmp0_3040	cmp0_3061	cmp0_3073	cmp0_3075	cmp0_3077	cmp0_3083	cmp0_3091	cmp0_3127	cmp0_3138	cmp0_3147	cmp0_3154	cmp0_3167	cmp0_3208	cmp0_3268	cmp0_3272	cmp0_3306	cmp0_3325	cmp0_3327	cmp0_3333	cmp0_3343	cmp0_3387	cmp0_3395	cmp0_3401	cmp0_3422	cmp0_3427	cmp0_3443	cmp0_3446	cmp0_3453	cmp0_3458	cmp0_3460	cmp0_3474	cmp0_3478	cmp0_3519	cmp0_3520	cmp0_3529	cmp0_3541	cmp0_3551	cmp0_3553	cmp0_3556	cmp0_3574	cmp0_3579	cmp0_3590	cmp0_3599	cmp0_3606	cmp0_3624	cmp0_3625	cmp0_3641	cmp0_3645	cmp0_3658	cmp0_3682	cmp0_3708	cmp0_3728	cmp0_3754	cmp0_3781	cmp0_3788	cmp0_3790	cmp0_3797	cmp0_3812	cmp0_3824	cmp0_3836	cmp0_3839	cmp0_3849	cmp0_3860	cmp0_3866	cmp0_3867	cmp0_3887	cmp0_3908	cmp0_3925	cmp0_3927	cmp0_3933	cmp0_3935	cmp0_3940	cmp0_3964	cmp0_4018	cmp0_4022	cmp0_4023	cmp0_4025	cmp0_4026	cmp0_4054	cmp0_4080	cmp0_4084	cmp0_4097	cmp0_4127	cmp0_4128	cmp0_4131	cmp0_4138	cmp0_4141	cmp0_4191	cmp0_4201	cmp0_4208	cmp0_4209	cmp0_4212	cmp0_4229	cmp0_4237	cmp0_4258	cmp0_4268	cmp0_4278	cmp0_4293	cmp0_4297	cmp0_4308	cmp0_4314	cmp0_4330	cmp0_4346	cmp0_4348	cmp0_4352	cmp0_4377	cmp0_4390	cmp0_4411	cmp0_4417	cmp0_4429	cmp0_4453	cmp0_4471	cmp0_4480	cmp0_4486	cmp0_4495	cmp0_4509	cmp0_4542	cmp0_4559	cmp0_4567	cmp0_4568	cmp0_4579	cmp0_4596	cmp0_4604	cmp0_4612	cmp0_4621	cmp0_4622	cmp0_4627	cmp0_4633	cmp0_4663	cmp0_4667	cmp0_4672	cmp0_4681	cmp0_4687	cmp0_4688	cmp0_4692	cmp0_4705	cmp0_4760	cmp0_4763	cmp1_4791	cmp1_4798	cmp1_4839	cmp1_4844	cmp1_4920	cmp1_4939	cmp1_4975	cmp1_4978	cmp1_5016	cmp1_5021	cmp1_5039	cmp1_5050	cmp1_5063	cmp1_5064	cmp1_5097	cmp1_5098	cmp1_5113	cmp1_5144	cmp1_5156	cmp1_5184	cmp1_5198	cmp1_5204	cmp1_5210	cmp1_5230	cmp1_5234	cmp1_5260	cmp1_5266	cmp1_5324	cmp2_5463	cmp2_5466	cmp2_5504	cmp2_5690	cmp2_5720	cmp2_5765	cmp2_5771	cmp2_5775	cmp2_5865	cmp2_5895	cmp2_5902	cmp2_5918	cmp2_5926	cmp2_5957	cmp2_6042	cmp2_6116	cmp2_6128	cmp2_6192	cmp2_6219	cmp2_6238	cmp2_6302	cmp2_6313	cmp2_6400	cmp2_6450	cmp2_6486	gmp_6832	gmp_7218	gmp_7222
CKLF_cluster10	1.185386	0	1.058404	1.627154	0	0	0	0	1.465449	0	0	0	0.872202	0	0	0	0	0	0.985523	1.156426	0	0	0	0	0	0.83287	1.684384	1.69591	1.137572	1.170132	1.223262	1.12	0	0	0	0	0	0	1.378318	1.567578	0	0	0	1.15697	1.60358	0	0.86222	0.828404	0	1.051561	1.86018	0.940254	0.933442	1.180157	0	1.122974	0	1.02607	0.820108	0	0	1.093362	1.00305	1.238317	0	1.019382	0	1.046776	1.092081	0.936829	0	1.034437	0	1.127271	0	1.071634	0.941541	0.890116	1.067	0	1.576372	0.847185	0	0	1.145823	0	0	0.755177	0	0.986668	1.075983	2.060481	0	0.866071	1.009559	0	1.227461	0	0	0	1.255838	1.314629	0	1.102942	0.776883	0.970292	0	0	0.937291	0	1.293607	1.418728	0	0	0	0	0	0	0.851011	0.952028	0	1.062506	1.478134	0	1.061245	0.87937	0	1.98779	1.427529	0.818294	0	0	0.852747	0	0	0	0.741985	0	0	1.275817	0.765516	0	1.148473	0	1.708725	0	0	0	0	0	0	1.733421	1.035915	0	1.00769	0.938856	0.911778	1.351166	1.648254	0.902449	1.271035	0	0.809103	1.026825	0.931109	0	1.744795	0	0.966592	0.899267	1.525392	0	1.235528	0	1.506838	1.097515	1.589015	0	0	0	0	0	0.781466	0	1.107678	0.944307	0	0	0	0	0.820263	0	0	0	0	0	0	0	0	1.063438	0	0	2.130087	0	1.085016	0	0	0	0	0	0	0	0	0	0.907025	0	1.103413	1.00079	0	0.918395	0	0	0	1.181313	0	1.083139	0	0.837574	1.1848	0	0	0	0	0	0	0	1.650536	0	0	0.833114	0	1.131521	0	1.532925	1.446703	0	0.987478	0
ZFP1_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029914	0	0	0	0	1.636114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.204405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28039	0	0
C16orf46_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.890222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.158307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC4_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.544445	1.624174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.573185	1.519928	0	0	1.738747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.003415	0	0	0	0	0	0	0	0	1.953873	0	0	0	0	0	0	1.304941	0	0	0	0	0	0	1.903557	0	0	0	0	0	2.044184	0	0	0	0	1.760244	0	0	0	0	0	0	1.548441	0	0	0	0	1.658403	0	1.967676	0	0	0	0	0	0	1.631885	1.789723	0	1.890754	0	0	0	0	1.518226	0	0	0	0	1.72172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.760003	0	0	1.523036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.968685	0	0	0	0	0	0	0	0	0	0	0	0	0	1.413814	0	0	0	1.976133	1.684672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.927275	0	0	0	0	0	2.524991	0	0	0	0	0	0	0	0	0	1.494259	0	0	0	0	0	0	0	0	0	0	1.929015	1.486297	0	0	0	0	0	0	0	0
ZFPM1_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.300939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.261152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRB2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	1.042262	0	0	0	1.0345	1.087902	0	0	0	0	0	0	1.779579	0	0	1.013287	1.359367	0	1.03363	0	0	1.121771	0	0	0	1.423689	0	0	0	0	1.17824	0	0	1.414832	0	0	0	0	0	0	0	0	1.190823	0	0	0	0	0	0	0	1.19862	1.046346	0	1.218138	0	0	0	0	0	0	1.182933	0	0	0	1.125118	0	1.275037	0	0	1.431702	0	0	0	0	0	1.276213	0	0	0	0	0	0	1.2064	1.07497	0	1.081504	0	0	0	0	0	0	0	0	0.920127	1.27934	0	0	0	0	0	0	1.339317	0	0	0	0	0	0	0	0	1.153239	0	1.486092	0	0	0	0	0	0	1.019014	0	0	1.321601	0	1.097265	0	0	0.914773	0	0	0	0	0	0	0	0	0	0	0	0	0	1.702945	0	0	0	0	0	0	0	0	1.227033	0	0	0	0	0	0	0	1.286192	0	0	0	0	1.096294	1.26467	0	0	0	0	0	0	0	0	0	0	1.106942	0	0	0	0	0	0	1.996166	0	0	1.232891	0	0	0	0	0	0	0	0	0	0	0	0	1.290926	1.09597	0.905689	1.532827	0	0	0	1.090954	0	0	1.167373	0	0	0	0	0	0	0	0	0	1.214689	0	0	0	1.897936	0	1.371893	0	0	0	0	0	0	1.728774	1.207613	1.180013	1.187514
TRIM16_cluster10	0	0	3.049343	0	0	0	2.095762	0	0	0	0	0	0	0	0	0	1.763641	0	0	0	0	2.321288	2.256207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.687646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.605715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.635373	0	0	2.159099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.737239	0	0	0	0	1.870647	0	0	0	0	0	0	0	0	0	0	1.604456	0	0	0	0	0	0	0	0	0	1.678931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.201886	0	0	0	0	0	0	0	0	2.205325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.011716	0
TRPV2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.214751	0	0	0	0	0	0	0	0	0	0	1.259027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60987	0	0	0	0	0	0	0	0	2.179271	0	0	1.650869	0	0	1.105726	0	0	0	0	0	0	1.612957	0	0	0	0	0	0	0	0	1.141582	0	0	1.626536	0	0	0	0	0	0	1.368126	0	0	0	0	0	0	1.174393	0	0	0	0	0	1.382758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.236992	0	1.353266	1.289077	0	0	0	1.121637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223099	0	0	0	0	1.422329	0	0	0	0	0	0	0	0	0	1.599837	0	0	0	0	0	0	0	0	0	0	1.400307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.348418	0	0	0	0	0	0	0	0	0	1.787688	0	1.675751	0	0	0	0	1.790592	0	0	0	0	0	0	0	1.697719	0	0	0	0	0	0	0	0	0	0	0	0
MPRIP_cluster10	0	0	0	0	0	0	0	0	0	0	1.876792	0	0	0	0	0	0	0	0	0	0	2.890455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.623416	0	0	0	0	0	3.003466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.680437	0	0	1.775669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.638469	0	0	0	0	0	2.377669	0	0	0	1.676514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.765375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.647371	0	0	0	1.498346	0	0	0	0	0	0	0	0	1.829186	0	0	0	0	0	1.939526	0	0	0	0	0	0	0	0	0
TAF15_cluster10	0	0	0	0	0	1.269772	1.309897	0	0	0	0	0	1.110581	1.149887	0	0	0	0	0	0	0	0	1.410177	0	0	0	0	1.079708	0	0	1.101385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.097871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.277192	0	0	0	0	0	0	0	0	0.931371	0	0	0	0	1.19887	1.60286	0	0	0	0	0	0	0	0	0	0.961574	0	0	1.370058	0	1.389277	0	0	0	1.105165	0	1.458047	0	0	1.183647	0	0	0.989212	0	0.980443	0	0	0	0	0	0	1.349481	0	0	0	0	0	0	0	1.352901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944776	0	0	1.148704	0	0	0	0	0	1.015953	0	1.537296	0	0	0	0	0	0	0	0	0	0.993303	1.049366	0	0	0	0	0	0	1.477911	0	0	0	0	0	1.370504	0	0	0	0	0	0	0	0	0	1.222223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.793722	0	0	1.953822	0	0	0	0	0	1.606257	0	0	0	0	0	0	0	0	2.025463	0	1.243897	0	0	2.634593	0	0	0	0	0	0	0	1.298464	0	0	0	0	1.461821	0	0	0	1.440774	0	0	0	0	0	0
PIP4K2B_cluster10	0	0	0	0	0	0	0	0	0	0	0	1.405187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.674173	0	0	0	2.412376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.166179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75098	0	0	0	0	0	0	0	0	0	0	0	2.01847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.837928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED24_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.616317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.717012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.614509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.479973	0	0	0	0	0	0	0	0	0	0	0	0	0	2.041982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.229601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58473	0	0	0	1.589019	0	0	0	0	1.934647	0	0	0	0	0	2.901043	1.580557	0	0	0	0	0	0	0	0
EZH1_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.183426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.221992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.231006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.896634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.811477	0	0	0	0	0	0	0	0	0	1.620339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF652_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.375925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.868259	0	1.458698	0	0	0	0	0	0	0	0	1.57183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.351507	0	0	0	0	0	0	0	0	0	0	2.194468	0	0	0	0	0	0	0	0	1.753673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.702492	0	0	0	0	0	0	0	0	0	1.555696	0	0	0	0	0	0	0	0	1.556094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.883173	0	0	0	0	1.635799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R9B_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.263208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.010828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.303786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.873513	0	0	0	0	0	0	0	0	0	0	0	0	0	2.243408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR11_cluster10	0	0	0	0	0	0	0	0	0	0	0	1.380442	0	0	0	0	0	0	0	0	0	0	2.442067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.564221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.700763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.070222	0	1.720148	0	0	1.981802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.420074	0	0	0	0	1.747464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.846892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMURF2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.592184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.484454	0	0	0	2.252044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.774697	0	2.053049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.087101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.422944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.464108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.299028	0	0
RHBDF2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFG_cluster10	0	0	1.647043	0	0	0	0	0	0	0	0	0	0	1.405315	0	0	0	0	0	0	0	0	1.723424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.341745	1.289124	0	0	0	0	0	0	0	1.747518	0	0	0	0	0	0	0	0	0	0	1.592956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.421443	0	1.20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.546654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.241632	0	0	0	0	0	0	0	0	0	1.461007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.427645	0	0	1.616558	1.233227	1.49372	0	0	0	0	0	0	0	1.745047	0	1.120103	0	1.57036	0	0	1.776542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.838306	0	0	0	0	1.843733	0	1.604329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGME1_cluster10	0	0	0	0	0	0	0	0	0	0	1.452439	0.869048	1.210764	0	0	1.282431	1.201749	1.263788	0	0	1.291909	0	0	0	0	1.156166	0	0	0	0	0	2.198754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.295844	0	0	1.564848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.202256	0	0	1.204861	1.256352	1.589575	0	0	0	0	0	1.525152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.085886	0	0	1.473194	1.220717	0	0	0	0	0	0	1.674088	1.334376	0	0	0	0	0	0	0	0	0	0	0	1.918424	0	2.052637	0	0	0	1.203142	0	1.519049	0	0	1.265705	0	0	1.771663	0	0	1.123174	0	1.29254	0	1.083185	0	1.341797	0	0	0	1.212774	0	0	0	0	0	0	0	1.100105	0	1.878944	0	0	0	0	0	0	0	1.610317	0	0	1.400843	0	0	0	0	0	0	2.556603	1.382769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
