Gene	mono_7822	mono_7824	mono_7825	mono_7828	mono_7830	mono_7832	mono_7833	mono_7835	mono_7837	mono_7843	mono_7845	mono_7846	mono_7848	mono_7855	mono_7856	mono_7857	mono_7863	mono_7864	mono_7866	mono_7870	mono_7871	mono_7877	mono_7879	mono_7881	mono_7886	mono_7887	mono_7888	mono_7889	mono_7890	mono_7891	mono_7896	mono_7897	mono_7900	mono_7904	mono_7909	mono_7912	mono_7913	mono_7914	mono_7917	mono_7918	mono_7919	mono_7922	mono_7924	mono_7925	mono_7930	mono_7932	mono_7934	mono_7937	mono_7938	mono_7945	mono_7820	mono_7851	mono_7872	mono_7875	mono_7882
SSPN_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICD1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A1_cluster1	0	1.260341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.186583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.271216	0
COPZ1_cluster1	1.62888	0	1.203192	0	0	1.707492	0	1.214018	1.907446	1.179758	0	1.548354	1.201274	0	0	0	1.219984	0	0	0	1.248807	0	1.711321	1.561493	1.24112	0	0	0	1.729746	0	1.469663	1.253734	0	1.160509	1.179758	1.154331	0	0	0	0	0	0	1.086342	1.921354	1.222444	1.157074	1.241004	0	1.178957	1.206412	1.253734	0	0	0	0
RAB5B_cluster1	0	0	1.861642	0	0	0	0	0	0	0	0	0	0	0	0	0	1.887625	0	0	0	0	0	0	0	0	0	0	0	0	1.870799	0	0	0	0	0	0	0	0	0	0	0	0	1.680842	0	0	1.790285	0	0	0	0	0	0	1.957274	0	0
NAB2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT6_cluster1	0	0	0	1.775058	0	0	0	0	0	0	1.875625	0	0	1.828013	1.825864	0	1.904164	0	0	0	1.949151	0	1.888716	0	0	0	1.791762	1.883144	0	1.887191	2.293866	0	0	0	2.604104	0	0	3.272828	2.787339	0	0	1.698155	0	0	0	0	0	1.91168	0	0	0	1.585273	0	0	1.95289
TMPO_cluster1	0	0	0	0	0	0	1.322293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPN3_cluster1	1.402615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.159162	0	0	0	0	0	0	0	0	0	0	0	0	0	1.992697	0	0	0	0	0	0	0	0	1.523676
HVCN1_cluster1	0	2.307852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.374254	0	2.379357	2.045016	3.489097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.410232	0	0	0	1.998702	0	0	0
TRAFD1_cluster1	0	0	0	0	0	0	2.193488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06092	2.104464	0	0	0	0	0	0	0	0	0	0	0
VSIG10_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GATC_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.506631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.417528	0	0	0	0	0	0	0	0	0	2.610065	0	0	0	0	0	0	0	0
C12orf43_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.780225	0	0	1.854384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83375	0	0	0	0	0
KDM2B_cluster1	1.914382	0	2.828171	0	0	0	0	0	0	0	0	1.819744	0	0	0	0	0	0	0	0	2.935393	0	0	0	2.062855	0	0	0	0	0	0	0	0	0	1.96087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.688144	0	0	0
KNTC1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLE_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRS12_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.990631	0	1.916432	0	0	0	0	0	0	0	0	0	1.940062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK3_cluster1	0	0	0	0	0	0	0	0	2.129312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.281083	0	0	0	0	2.23814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIS3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB20_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFDP1_cluster1	1.245122	0	0	0	0	0	0	0	0	0	0	1.183571	0	0	1.264611	0	0	0	0	0	0	0	0	0	1.341689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.176159	0	0	0	0	0	0	0	0	0	0	0	0	2.342757
CEBPE_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.037583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NOVA1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM9_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR10_cluster1	1.253559	0	0	0	0	1.314062	1.25838	0	2.075982	0	0	0	1.307417	0	0	0	1.32778	1.297128	0	0	0	1.36543	1.317008	2.081406	0	0	0	1.313122	1.882581	1.315945	0	0	1.940966	0	0	1.256324	2.502039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105418	0	0	0
ARID4A_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.523867	0	0	0	0	0	1.507226	0	0	0	2.100617	0	0	0	0	0	1.432711	0	0	0	0	0	0	0	0	0	0	0	0	1.487407	0	0	0	0	0	0	0
PPP2R5E_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.391251	0	0	0	0	0	0	0	0	0	0
EIF2AK4_cluster1	0	0	0	0	0	0	0	0	0	0	0	1.25219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18855	0	0	0	0	0	1.859183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRP14-AS1_cluster1	2.151939	0	0	0	2.155801	0	0	0	0	0	0	0	0	0	0	0	2.279351	0	0	0	0	0	0	0	2.318834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.931017	0	0	0	0	0	0	0	0	0	0	0
RAD51_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP1_cluster1	0	0	0	0	0	0	0	0	0	0	2.179443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.104735	0	0	0	0	0	2.099367	2.826482	0	0	0	0	0	0	0	0	0	2.273812	1.842059	0	2.145332	0
PPIP5K1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM69_cluster1	0	0	0	0	0	0	2.282196	0	0	0	0	0	0	0	0	2.443549	0	0	0	0	0	0	0	0	0	0	2.26591	0	0	0	3.552844	0	0	0	0	0	0	0	0	2.284819	0	0	3.032451	0	0	0	0	0	0	0	0	0	0	0	0
SECISBP2L_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K1_cluster1	0	0	0	0	0	0	0	0	0	0	0	1.62693	0	0	0	0	0	0	1.864645	0	0	1.864283	0	1.640735	0	1.880875	0	0	0	0	0	0	0	2.438803	1.7531	1.71531	0	0	1.876457	0	0	1.616741	0	2.331178	0	1.719389	2.607959	0	0	1.792705	0	0	0	0	2.629399
PSTPIP1_cluster1	0	0	0	0	0	2.266003	3.758524	0	0	0	0	2.905939	0	0	0	2.323405	0	2.236804	0	0	0	0	0	2.072245	0	2.375542	0	2.264383	0	2.269251	1.950379	2.352998	0	0	2.214163	0	0	0	0	3.072349	0	0	0	0	0	0	0	0	0	2.264182	0	1.906211	0	2.220045	0
FES_cluster1	0	1.394177	2.477422	0	1.371689	2.870634	1.943834	1.443208	0	0	0	1.301545	0	0	0	0	0	1.416824	2.109604	0	1.484567	1.491429	0	0	1.475425	0	1.929964	2.028396	0	0	1.235399	0	1.499116	0	1.402484	0	0	1.43918	1.501166	1.376078	1.310046	0	1.826354	1.318715	0	1.375514	0	1.456025	0	0	0	0	1.503815	1.988678	1.487414
NME3_cluster1	0	1.244853	0	1.207166	1.224773	0	1.227282	0	1.168948	0	0	0	1.275108	1.243177	1.756052	0	1.294967	1.789084	1.331946	1.350189	1.32556	0	0	1.172003	1.317399	2.687078	2.437047	1.280672	1.298287	0	0	0	0	1.742076	0	2.122239	0	1.285037	1.895587	0	0	1.154864	0	0	1.297575	0	1.862906	1.300077	1.769768	1.280558	0	1.0781	1.898931	0	1.328104
ZNF75A_cluster1	0	0	0	0	0	0	0	0	0	0	1.81225	0	0	0	0	0	0	0	0	0	0	0	0	0	1.871694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.640774	0	0	0	0	0	0	0	0	0	0	0	1.783886	0
ARL6IP1_cluster1	1.289031	0	0.952159	0.899988	0	0	0	0	0	0.933614	0	0.866421	0	0	0	0.979676	0	0	0	0	0.988258	0	0	0.873773	0	0	0.908457	1.350278	0.967924	0	1.163035	1.403118	0	1.298784	0	0	0	0	0	0.916038	0.87208	0.860997	0.859687	0.877851	0.967392	0.915662	0	0.969258	0.932978	0	0	0	0	1.323839	0.990153
PLK1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF668_cluster1	0	0	0	0	0	4.394667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.650038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.629354
RPGRIP1L_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CKLF_cluster1	1.076332	0	1.590094	1.062761	1.524893	1.128277	0	0	0	0	1.588122	0	0	1.094463	1.093179	0	0	0	1.172612	0	0	0	1.958619	1.459192	0	1.672761	1.517112	0	1.142983	1.957039	0.971126	1.171597	0	1.878372	0	1.525516	1.074151	1.131318	0	0	1.029806	0	0	1.03662	0	0	1.159698	0	0	2.254746	2.029263	0.949133	1.671777	0	1.169231
ZFP1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf46_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC4_cluster1	0	0	0	0	1.923653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.068935	0	0	0	0	0	0	0	0
ZFPM1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.542481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRB2_cluster1	1.286192	0	0	0	0	1.348266	0	1.355681	1.229768	1.317422	0	1.222608	1.897098	0	2.612646	1.382422	0	1.330894	0	0	1.394529	0	0	2.465962	1.385944	0	0	1.905377	0	1.3502	1.160474	0	0	1.295924	2.634847	0	0	1.911871	0	0	0	0	1.213103	0	0	2.237966	1.959834	0	1.316526	0	0	3.207974	1.412611	1.320924	2.420029
TRIM16_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV2_cluster1	1.627065	1.656708	0	0	1.629985	1.705591	0	1.714966	0	0	0	2.187263	1.696968	0	0	0	2.437253	0	0	1.796889	0	0	0	0	0	0	1.621666	0	0	1.708037	1.468026	0	0	2.318431	0	0	1.623767	0	3.089702	0	1.556731	0	1.534607	0	2.991025	0	0	1.730202	2.355283	0	1.771073	0	0	0	0
MPRIP_cluster1	0	0	0	0	0	0	0	2.87789	0	0	0	0	0	0	1.960888	0	0	0	2.103376	0	0	0	0	0	0	2.121683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAF15_cluster1	0	0	0	0	1.372964	1.436649	0	0	0	0	0	0	1.429384	0	0	0	0	0	0	0	0	0	0	1.313807	0	1.506098	0	0	0	0	1.236544	0	1.500507	1.380877	0	0	0	0	0	0	0	0	1.828048	2.286198	1.454572	1.37679	0	0	1.983895	0	0	0	0	0	0
PIP4K2B_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.721519	0	0	0	0	0	0	0	0	0	0	0	2.43419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED24_cluster1	0	0	2.133113	0	0	0	0	0	0	0	0	1.941036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.091566	0	2.037842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EZH1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF652_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.370498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R9B_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65668	0	0	0	2.729736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.484105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR11_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMURF2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.309485	0	0	0	0	0	0	0	0	0	0	0	0
RHBDF2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFG_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.839568	0	0
MGME1_cluster1	0	0	0	0	0	1.566247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.317558	0	0	0
RBL1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.344988	0	0	0	0	0
FAM83D_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.244193	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM259_cluster1	1.585544	0	0	1.565551	0	0	0	0	1.515988	1.624044	0	1.50716	1.653663	0	0	1.704171	0	0	1.727377	2.476336	0	0	0	1.519951	0	1.742412	0	0	0	1.664449	0	0	0	0	0	0	0	0	0	0	0	0	1.495446	1.527043	1.682801	0	0	1.686049	0	0	0	0	0	0	0
MBD3_cluster1	0	0	0	0	0	0	2.069534	0	0	0	0	0	2.150179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.057428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOT1L_cluster1	2.298491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.496876
SAFB2_cluster1	0	0	0	0	0	0	0	0	1.330819	0	1.452191	0	0	0	1.413665	1.496015	0	2.494592	0	0	0	0	0	0	0	0	0	0	1.47807	0	0	0	0	1.402412	0	0	0	0	1.525991	0	1.331709	1.859387	1.312787	1.340522	0	0	0	1.480108	0	0	0	1.227387	1.528686	0	0
KHSRP_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.516911	0	0	1.580101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.345964	0	0	0	0	0	1.488755	0	0	0	0	0	0	0	0	0	1.607321	0	0	0	0	0	0	0	0
ZNF121_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.348293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2RY11_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMT1_cluster1	1.130124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.135777	0	0	1.065908	0	0	0	0	0	0	0	0	0	0	0	0
ICAM1_cluster1	0	3.933497	0	0	0	2.863477	2.742143	0	0	0	2.850009	0	0	2.777659	0	0	0	2.826579	0	0	0	0	0	2.618631	0	0	0	0	0	0	0	2.97341	4.229563	0	0	0	0	0	0	0	3.696133	2.580339	0	0	0	0	0	0	2.796063	0	0	0	0	0	0
ECSIT_cluster1	1.294635	1.864248	0	1.278311	0	0	0	0	0	0	0	1.230634	0	0	0	0	0	0	0	0	0	0	0	0	1.395041	2.012036	0	0	1.374805	0	1.168092	0	1.417441	0	0	1.29749	0	0	1.41938	0	1.751748	1.222931	0	1.763341	0	0	0	0	1.325168	1.356031	1.409223	0	0	2.302929	0
ZNF44_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.307873	0	0	0	0	0	0	0	0	0	2.249558	2.223801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFIX_cluster1	0	0	0	0	0	0	0	0	0	0	0	2.295644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF429_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.117532	0	0	0	0	0	0	0
ZNF91_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP58_cluster1	1.470969	0.611461	1.08655	1.875068	1.804794	1.09033	1.205657	2.001609	1.283896	0.869887	1.534708	1.398249	1.534168	1.495751	1.493991	1.117953	1.55806	1.242783	1.462922	0.937906	1.455912	1.730621	1.410769	1.287253	0.647094	1.475659	1.33835	1.54086	1.687214	1.667897	1.327189	1.307345	1.138798	1.210132	1.845308	1.203686	1.585607	1.262399	2.183612	1.207046	1.520148	0.802225	1.387382	1.530206	1.274712	1.206549	1.44681	1.106065	1.84405	1.779076	1.307345	1.497798	0.932738	0.616737	1.304703
CEBPG_cluster1	1.588968	0	0	0	0	0	0	1.674816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.017363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.726117
AD000090.2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.590097	0	0	0	0	0	0	0	0	0	0	0	0
DPF1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAK4_cluster1	0	0	0	0	0	0	0	0	0	0	0	2.107079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.430247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIC_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.535192	2.669204	0	0	0	0	2.348683	0	0	0	2.566453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.805443	0	0
ZNF285_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC2_cluster1	0	0	0	2.751307	0	0	0	0	0	0	0	0	2.906157	0	0	0	0	2.038791	2.146565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.018158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC8_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC11A_cluster1	0	0	0	0	0	0	0.747161	0.78451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.152445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.102511	0	0	0.817456	0	0
LILRB3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3454	0	0	0
ZNF580_cluster1	0	0	0	0	1.363679	0	0	2.029084	0	0	1.420222	0	0	1.957511	1.955211	0	0	0	0	1.503316	2.087233	0	0	0	0	0	1.35672	2.469757	3.232306	1.428979	0	0	0	1.939649	1.394292	0	0	0	0	1.368042	0	0	1.283885	1.311011	0	1.367479	0	0	1.393341	1.425788	0	0	0	0	0
ZFP28_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MZF1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67248	0	0	0	0	0	0	0	0	0	0	0	1.748333	0	0	0	0	0	1.897385	0	0	0	0	0	0
MIF_cluster1	0.813097	1.43398	1.698767	1.966558	1.821403	0.85234	1.632446	1.714051	0.777428	1.177816	1.199721	0.7729	1.896252	0.826795	1.651648	1.513694	0.861238	0.841357	1.252753	0	0	0.88566	1.208094	1.742923	0.876157	0.893542	1.812107	0.851731	0.863447	1.90862	1.270669	0.885062	0	1.831901	1.177816	1.152428	1.147563	1.48027	0.891443	1.827227	1.555898	0.768061	1.084551	0.783096	0	1.633652	0.876074	1.222784	1.177013	1.204421	0	1.24189	0.893016	0.835053	0.883276
